Name,Date,value
s73424,02-03-2023,198.3472401
h48195,02-03-2023,85.57073484
r45079,02-03-2023,226.0224861
l129714,02-03-2023,145.7186725
s113852,02-03-2023,133.4514286
X74991,02-03-2023,137.4344607
o126682,02-03-2023,176.8456335
v34834,02-03-2023,128.6007704
d212027,02-03-2023,161.845486
d205014,02-03-2023,90.01744389
k140671,02-03-2023,165.4286877
e210306,02-03-2023,114.6012117
h129258,02-03-2023,156.9045099
X60602,02-03-2023,152.96483
s207795,02-03-2023,194.7872845
i145529,02-03-2023,126.8888428
d205938,02-03-2023,101.4824138
a121501,02-03-2023,102.1102332
t233811,02-03-2023,93.69452907
s187469,02-03-2023,193.3631958
d50606,02-03-2023,104.9579229
u182917,02-03-2023,175.9663228
r84294,02-03-2023,101.8679933
f25488,02-03-2023,107.1512134
f98724,02-03-2023,185.5157973
k69564,02-03-2023,125.0630701
a203869,02-03-2023,183.0607564
t176453,02-03-2023,181.6250988
l234687,02-03-2023,166.4807227
e85301,02-03-2023,188.343146
x132784,02-03-2023,145.0791724
w18980,02-03-2023,127.0798456
r181042,02-03-2023,192.1907693
q69900,02-03-2023,190.3612827
v218931,02-03-2023,141.5423192
l164146,02-03-2023,140.3716323
k36459,02-03-2023,140.6727335
d18587,02-03-2023,185.9513623
g210724,02-03-2023,199.428411
n19058,02-03-2023,134.3401015
f164162,02-03-2023,200.5841117
k78648,02-03-2023,102.1726767
j127635,02-03-2023,155.4731205
o118742,02-03-2023,85.61457876
p211814,02-03-2023,167.7182035
e133433,02-03-2023,201.4255678
s201907,02-03-2023,150.9406934
t51501,02-03-2023,187.18614
w147296,02-03-2023,175.0578723
w73805,02-03-2023,133.5042788
j72741,02-03-2023,117.3395677
o231971,02-03-2023,206.5852559
r149816,02-03-2023,153.446624
c156283,02-03-2023,179.9182083
d197383,02-03-2023,103.637319
c17269,02-03-2023,143.0383323
h104939,02-03-2023,195.616046
h24793,02-03-2023,136.4783481
x99347,02-03-2023,173.9725982
j134829,02-03-2023,220.5409484
l95164,02-03-2023,129.9049831
g162749,02-03-2023,179.7512509
m159392,02-03-2023,131.4755422
b65462,02-03-2023,98.20638985
t145715,02-03-2023,127.247392
k109781,02-03-2023,127.9008285
f102604,02-03-2023,147.1073835
u148409,02-03-2023,205.1371167
c6431,02-03-2023,113.9612717
p134270,02-03-2023,158.8494495
x153205,02-03-2023,220.9875782
e48515,02-03-2023,203.59778
o49346,02-03-2023,173.520235
n120146,02-03-2023,203.0183506
X19449,02-03-2023,205.3523353
q141471,02-03-2023,205.4912849
s114390,02-03-2023,220.9426329
m92207,02-03-2023,103.855957
i36009,02-03-2023,214.3278405
d27511,02-03-2023,211.7652579
x171875,02-03-2023,232.7673769
h50223,02-03-2023,224.5316061
m145035,02-03-2023,140.0668759
c203501,02-03-2023,106.2494433
g6950,02-03-2023,144.1933308
g216187,02-03-2023,127.9036206
j67886,02-03-2023,183.0709672
a198665,02-03-2023,210.4897356
k104598,02-03-2023,225.0927531
u206313,02-03-2023,193.0206443
o118897,02-03-2023,160.904725
q83462,02-03-2023,126.0914882
m230093,02-03-2023,144.7917202
m107588,02-03-2023,200.607798
r103182,02-03-2023,186.6641777
s91349,02-03-2023,123.4028576
w91609,02-03-2023,167.0208189
x120888,02-03-2023,151.061627
g34275,02-03-2023,119.3242968
w197884,02-03-2023,183.3737232
i22579,02-03-2023,122.7497255
h203393,02-03-2023,155.0912845
c113838,02-03-2023,218.6619839
w55468,02-03-2023,97.72924515
t233316,02-03-2023,108.870917
h135770,02-03-2023,123.8821711
a3657,02-03-2023,92.3936685
u183297,02-03-2023,191.6522194
l68499,02-03-2023,169.1110507
g196592,02-03-2023,187.0209123
w112000,02-03-2023,137.4915371
u30827,02-03-2023,153.9225609
d196600,02-03-2023,137.4065923
r19477,02-03-2023,210.939542
w224157,02-03-2023,153.6285536
s99501,02-03-2023,169.285459
n152689,02-03-2023,120.6253823
g4242,02-03-2023,199.6707549
e234563,02-03-2023,160.6862953
o53377,02-03-2023,109.8962344
l83332,02-03-2023,186.1108158
a162485,02-03-2023,92.79524674
x191870,02-03-2023,162.7111769
l226895,02-03-2023,194.1618144
j167943,02-03-2023,130.2671604
w107870,02-03-2023,97.79400546
o53589,02-03-2023,196.7242577
X10079,02-03-2023,100.783895
p192536,02-03-2023,105.9714153
l114340,02-03-2023,134.0717591
p8895,02-03-2023,152.9840257
v3202,02-03-2023,224.9159736
g194419,02-03-2023,145.1219886
q74444,02-03-2023,167.4613008
u100262,02-03-2023,213.883668
r195203,02-03-2023,102.1120161
k140810,02-03-2023,181.1820475
g196664,02-03-2023,190.1036865
X5734,02-03-2023,221.9409722
a178657,02-03-2023,222.27037
k211709,02-03-2023,218.7482027
h118698,02-03-2023,191.0179029
u82955,02-03-2023,229.4095466
p172975,02-03-2023,128.0035737
p160137,02-03-2023,218.1423294
u18313,02-03-2023,139.2750125
c103548,02-03-2023,208.7684514
p177127,02-03-2023,106.319313
d146289,02-03-2023,178.3408053
e70452,02-03-2023,164.3678815
v103280,02-03-2023,139.0658803
f75753,02-03-2023,132.0769282
o8661,02-03-2023,212.1507768
X92678,02-03-2023,98.36938543
k115537,02-03-2023,108.3606905
g214455,02-03-2023,145.1688978
a118925,02-03-2023,122.2776456
l126072,02-03-2023,103.7213173
j203180,02-03-2023,129.2718424
w34288,02-03-2023,228.4476345
v109730,02-03-2023,167.1008858
d145014,02-03-2023,123.49178
n43877,02-03-2023,179.9046928
f107336,02-03-2023,209.7381748
m18483,02-03-2023,164.4532005
n56403,02-03-2023,133.8919055
c140582,02-03-2023,160.5591843
u175182,02-03-2023,149.6832677
g190638,02-03-2023,154.5540784
c174571,02-03-2023,95.42552393
b199082,02-03-2023,194.3039086
p122590,02-03-2023,160.8445091
a106340,02-03-2023,103.2433859
g112609,02-03-2023,180.1208087
f111494,02-03-2023,204.3398403
u35828,02-03-2023,102.9589523
r50674,02-03-2023,98.83467893
w160589,02-03-2023,199.8235052
g184924,02-03-2023,196.4429773
o120314,02-03-2023,142.026006
r162056,02-03-2023,141.0845852
q123882,02-03-2023,134.5943939
e73867,02-03-2023,195.7688102
v87009,02-03-2023,121.4146184
c146056,02-03-2023,179.5095823
q173949,02-03-2023,152.4905233
t121095,02-03-2023,121.6569455
e79110,02-03-2023,115.2839014
e151094,02-03-2023,97.05541195
j7713,02-03-2023,101.2081036
f224860,02-03-2023,125.8001118
w135677,02-03-2023,176.8505721
j118664,02-03-2023,136.0312172
p165231,02-03-2023,216.9597873
k102708,02-03-2023,215.2305532
v142804,02-03-2023,165.5187925
r170081,02-03-2023,116.5835713
b69457,02-03-2023,96.20074295
s223424,02-03-2023,167.9395662
j114302,02-03-2023,209.8064354
v146906,02-03-2023,144.2092345
c18259,02-03-2023,134.2166642
u227784,02-03-2023,95.81524988
c76291,02-03-2023,109.5394824
m132854,02-03-2023,134.3975061
r174795,02-03-2023,115.5552091
c41030,02-03-2023,119.0335705
n149387,02-03-2023,152.6922946
k95242,02-03-2023,147.5618993
r73607,02-03-2023,117.519575
u84052,02-03-2023,142.6218501
n183816,02-03-2023,166.3220896
e75988,02-03-2023,162.8525938
t223930,02-03-2023,124.8210128
p15352,02-03-2023,158.7128158
u11160,02-03-2023,138.1095935
j161997,02-03-2023,217.338546
o67800,02-03-2023,189.3522599
f45908,02-03-2023,135.1237861
a32166,02-03-2023,142.7318305
a224273,02-03-2023,194.0650471
o181600,02-03-2023,134.1330013
l43197,02-03-2023,121.8991112
x141676,02-03-2023,98.72803869
r97298,02-03-2023,115.6702868
X30546,02-03-2023,123.3419502
e7208,02-03-2023,180.8911274
d80247,02-03-2023,103.0216101
q116802,02-03-2023,108.6632574
r179445,02-03-2023,128.2346729
n69235,02-03-2023,138.3715429
c80165,02-03-2023,97.21441416
w66118,02-03-2023,110.2979936
X37470,02-03-2023,108.1065929
e145019,02-03-2023,161.5328747
p23163,02-03-2023,157.6977029
X115077,02-03-2023,147.5625251
t53300,02-03-2023,138.259925
s16866,02-03-2023,140.1116879
l30960,02-03-2023,124.2151588
f19722,02-03-2023,86.97555141
e16106,02-03-2023,95.43756711
p200638,02-03-2023,218.3302533
g15886,02-03-2023,120.5094685
b45139,02-03-2023,170.0300023
n182084,02-03-2023,135.2933006
e11853,02-03-2023,201.7891124
r180298,02-03-2023,204.6005516
g130333,02-03-2023,103.0011295
a81397,02-03-2023,212.1530399
x185953,02-03-2023,157.5277287
n210676,02-03-2023,196.5976138
h213916,02-03-2023,126.2414951
r208088,02-03-2023,86.23709134
b194676,02-03-2023,200.3829149
e132445,02-03-2023,186.8928337
x172102,02-03-2023,152.6285544
e17410,02-03-2023,206.3954006
a82092,02-03-2023,97.36006652
d125747,02-03-2023,193.9744649
v53545,02-03-2023,147.0755215
g171971,02-03-2023,104.8255438
f64416,02-03-2023,162.8997117
l92963,02-03-2023,115.4080351
f69802,02-03-2023,121.9029276
X10128,02-03-2023,151.75581
s89216,02-03-2023,183.8990729
m116400,02-03-2023,139.9801904
k232283,02-03-2023,164.0701403
q188520,02-03-2023,136.7132976
r157985,02-03-2023,106.1190647
u136508,02-03-2023,170.2511651
o90069,02-03-2023,195.740513
o39901,02-03-2023,215.8439759
b227985,02-03-2023,130.3749937
p89265,02-03-2023,100.029348
p197828,02-03-2023,211.6157665
g9573,02-03-2023,144.6485316
j168373,02-03-2023,138.8731283
c156250,02-03-2023,173.0811749
q99147,02-03-2023,201.3976098
k194653,02-03-2023,207.1417224
x154298,02-03-2023,156.320742
a111995,02-03-2023,208.1311463
m68427,02-03-2023,204.0807606
l121711,02-03-2023,227.7238989
x165660,02-03-2023,182.1931027
j42131,02-03-2023,177.9405768
l19038,02-03-2023,195.2011121
q9888,02-03-2023,207.3672773
l122608,02-03-2023,204.4371016
m205589,02-03-2023,110.8781827
h125373,02-03-2023,117.2241481
a35862,02-03-2023,142.6532142
n8012,02-03-2023,172.8797388
i136607,02-03-2023,180.5641415
d4731,02-03-2023,144.3300196
o22668,02-03-2023,132.4736426
m95613,02-03-2023,205.0463503
b60498,02-03-2023,170.7647337
j7806,02-03-2023,156.9389875
r221201,02-03-2023,206.3687697
s129688,02-03-2023,184.09543
t28337,02-03-2023,158.581692
n103144,02-03-2023,159.1871339
g128911,02-03-2023,132.7084249
t187290,02-03-2023,170.556931
d86188,02-03-2023,164.8804069
k26263,02-03-2023,124.9118701
m221252,02-03-2023,119.4977099
n90469,02-03-2023,107.1819629
l39427,02-03-2023,143.3850215
p132341,02-03-2023,190.6830478
w202496,02-03-2023,93.16208622
l169106,02-03-2023,116.8952242
l65258,02-03-2023,150.198194
a15957,02-03-2023,144.6650757
w167811,02-03-2023,175.2834138
s103013,02-03-2023,203.4924816
q217353,02-03-2023,105.5062737
u78319,02-03-2023,207.1637884
f173795,02-03-2023,177.4561769
q160162,02-03-2023,130.2294758
i186054,02-03-2023,100.2730158
q147797,02-03-2023,179.0854883
h229596,02-03-2023,164.2356313
v120692,02-03-2023,113.5467924
b219717,02-03-2023,128.0642623
t181565,02-03-2023,200.5305377
k12671,02-03-2023,162.9132007
e170917,02-03-2023,104.119183
e48452,02-03-2023,143.6799366
c199390,02-03-2023,114.1871044
p10674,02-03-2023,137.2369151
r65462,02-03-2023,171.4079839
w232145,02-03-2023,198.4272528
f104000,02-03-2023,145.288387
t91717,02-03-2023,128.4441959
s203809,02-03-2023,132.1114113
t182270,02-03-2023,161.1712682
r204265,02-03-2023,127.4110438
c92122,02-03-2023,128.4319534
r58238,02-03-2023,96.54638446
s71791,02-03-2023,207.965597
d229059,02-03-2023,213.3713484
m72321,02-03-2023,148.8866886
n140823,02-03-2023,200.9090518
s64834,02-03-2023,186.8192923
s101743,02-03-2023,187.4922141
p49356,02-03-2023,183.6415692
n13691,02-03-2023,173.6132208
q211719,02-03-2023,157.4143335
o213390,02-03-2023,204.5692387
g104523,02-03-2023,204.8382788
u57463,02-03-2023,129.9633409
r88570,02-03-2023,128.4114809
u164328,02-03-2023,228.7542799
d134657,02-03-2023,121.6712989
k10586,02-03-2023,128.2238724
u63206,02-03-2023,172.7614386
c7099,02-03-2023,230.4058797
l125358,02-03-2023,135.386107
X13388,02-03-2023,200.7872907
e72543,02-03-2023,194.0541955
s141336,02-03-2023,220.8378789
i218667,02-03-2023,143.5855766
j105218,02-03-2023,209.2491979
s160640,02-03-2023,202.6649922
o110890,02-03-2023,171.6168653
q48554,02-03-2023,148.9737794
o139923,02-03-2023,116.3541968
c199722,02-03-2023,212.3367913
u153249,02-03-2023,198.0631131
X88703,02-03-2023,221.0122138
k161598,02-03-2023,219.0456761
r128053,02-03-2023,119.0453809
t48485,02-03-2023,192.5903394
l73994,02-03-2023,207.2920259
v104754,02-03-2023,100.1237733
x152195,02-03-2023,172.7843431
v3420,02-03-2023,132.1013985
j173720,02-03-2023,146.6675575
e64468,02-03-2023,101.2027329
s136071,02-03-2023,104.4681867
n54166,02-03-2023,182.7300995
o219454,02-03-2023,120.3515923
s116950,02-03-2023,112.7437896
s69825,02-03-2023,140.6626072
v96201,02-03-2023,129.7426003
p51045,02-03-2023,224.1210384
s47278,02-03-2023,192.2600644
a96681,02-03-2023,203.5262029
q173919,02-03-2023,108.3935364
g90473,02-03-2023,125.2690656
j74380,02-03-2023,107.7821755
c190198,02-03-2023,136.3449479
n223336,02-03-2023,151.9470298
w158607,02-03-2023,163.9295339
c34786,02-03-2023,173.9712279
l227607,02-03-2023,164.349144
o128117,02-03-2023,111.5149862
m38561,02-03-2023,199.8596724
c92188,02-03-2023,165.8066342
d71059,02-03-2023,112.973648
j186808,02-03-2023,156.6230249
v145437,02-03-2023,169.8954857
b74777,02-03-2023,145.1415637
p140498,02-03-2023,145.973769
e68302,02-03-2023,150.8980831
w84998,02-03-2023,127.9410584
j214323,02-03-2023,196.2402311
w195603,02-03-2023,118.2779933
f203635,02-03-2023,224.5357302
s168174,02-03-2023,157.0477405
r177028,02-03-2023,134.5891222
n137805,02-03-2023,159.2292647
e11666,02-03-2023,216.0310516
q196322,02-03-2023,181.1005735
l223614,02-03-2023,213.3525749
c99396,02-03-2023,193.994003
h20492,02-03-2023,154.2059667
q18206,02-03-2023,107.0740656
l119632,02-03-2023,112.1046587
v156747,02-03-2023,203.9842666
m42508,02-03-2023,198.064301
l228049,02-03-2023,120.4441316
X90125,02-03-2023,140.2523149
n222023,02-03-2023,99.72739333
t97395,02-03-2023,218.3133337
a125820,02-03-2023,117.8912831
t91504,02-03-2023,88.65548806
e80121,02-03-2023,181.4253182
b105805,02-03-2023,164.3919466
v218043,02-03-2023,107.0789827
b117334,02-03-2023,192.210823
X47375,02-03-2023,137.8922186
q112815,02-03-2023,92.53827941
f213664,02-03-2023,187.2391819
s117665,02-03-2023,152.0655558
p59068,02-03-2023,100.3839385
h182011,02-03-2023,108.5850629
r62695,02-03-2023,113.1814184
e45863,02-03-2023,194.7669947
e210395,02-03-2023,166.4091362
c26219,02-03-2023,144.7719306
l218354,02-03-2023,144.3439956
t3530,02-03-2023,159.1014166
v117014,02-03-2023,152.282782
X199463,02-03-2023,104.8796406
l52965,02-03-2023,102.2198359
r29118,02-03-2023,137.4582237
l54097,02-03-2023,183.8784643
v122967,02-03-2023,146.1874717
n178222,02-03-2023,138.3323174
o196433,02-03-2023,130.4715908
p205218,02-03-2023,160.9474603
a155695,02-03-2023,119.3361185
v31871,02-03-2023,165.5297643
s106281,02-03-2023,165.0183411
f89015,02-03-2023,112.843213
i111564,02-03-2023,200.8879601
q229911,02-03-2023,107.1332372
X58083,02-03-2023,146.3254232
e233846,02-03-2023,178.5784055
c79798,02-03-2023,180.6469761
l66488,02-03-2023,106.6521933
f60017,02-03-2023,201.2487028
x21143,02-03-2023,146.891472
g87930,02-03-2023,111.0668158
p156876,02-03-2023,211.7866582
h92928,02-03-2023,224.8664787
e133237,02-03-2023,103.1829002
w143097,02-03-2023,211.9284472
m227599,02-03-2023,149.4092454
v150293,02-03-2023,208.4610935
c37655,02-03-2023,136.3536069
o36284,02-03-2023,151.7357719
m220081,02-03-2023,127.0763196
t110050,02-03-2023,211.6363758
m172995,02-03-2023,219.6045203
e175391,02-03-2023,202.25463
r128590,02-03-2023,159.7567045
q79629,02-03-2023,141.2900271
u3899,02-03-2023,115.3224405
g131800,02-03-2023,134.0686185
o217543,02-03-2023,170.5312387
t170739,02-03-2023,190.9249316
i178789,02-03-2023,219.4927227
j4214,02-03-2023,219.0244835
j203589,02-03-2023,176.5908451
m45239,02-03-2023,144.6863318
h41010,02-03-2023,192.1996124
d190813,02-03-2023,104.8602032
d215212,02-03-2023,156.4931319
w61773,02-03-2023,178.9049249
k133140,02-03-2023,119.3554113
q24445,02-03-2023,195.8977137
p42278,02-03-2023,194.7452172
r154324,02-03-2023,214.8235456
e163810,02-03-2023,153.8172846
k201378,02-03-2023,111.7572768
j229278,02-03-2023,101.1660183
X202682,02-03-2023,208.1270782
s115805,02-03-2023,154.9920689
a180222,02-03-2023,134.7732583
l5797,02-03-2023,159.8349729
g228842,02-03-2023,169.2215373
v158107,02-03-2023,228.9188539
r3508,02-03-2023,188.6526655
o135909,02-03-2023,190.3195728
f201247,02-03-2023,110.7480263
w110541,02-03-2023,88.17699437
w140275,02-03-2023,219.7078951
t152979,02-03-2023,198.3457444
x43350,02-03-2023,160.7494409
s117813,02-03-2023,182.1589469
t81442,02-03-2023,161.2357964
b233722,02-03-2023,182.0488979
g28115,02-03-2023,180.0516004
f34041,02-03-2023,201.1775175
d229064,02-03-2023,97.59991287
o85540,02-03-2023,150.7568341
b144092,02-03-2023,218.7712846
q178754,02-03-2023,156.2843875
e114321,02-03-2023,190.5971785
k30547,02-03-2023,206.9351307
w62848,02-03-2023,115.9032618
r158427,02-03-2023,172.2023065
q82239,02-03-2023,202.6387477
n22571,02-03-2023,141.4219818
p55795,02-03-2023,116.9423552
u36380,02-03-2023,178.8019023
i212151,02-03-2023,216.4112509
l105500,02-03-2023,161.6865906
t119487,02-03-2023,182.0753757
c167336,02-03-2023,124.3637656
b17357,02-03-2023,118.7531961
w40337,02-03-2023,205.7293642
v164488,02-03-2023,201.5181342
d2437,02-03-2023,186.4625866
c145858,02-03-2023,186.9169709
h40058,02-03-2023,105.6658722
s158624,02-03-2023,203.3871426
q23290,02-03-2023,184.9380618
g68390,02-03-2023,186.8475387
c85612,02-03-2023,126.4915953
t121513,02-03-2023,137.116893
d202152,02-03-2023,111.1686452
i218672,02-03-2023,144.5941136
q45177,02-03-2023,209.3470601
b170029,02-03-2023,181.9278297
r204366,02-03-2023,91.851868
v132486,02-03-2023,201.0765453
g157079,02-03-2023,123.3786117
h219062,02-03-2023,102.7501482
n82639,02-03-2023,164.7049833
